num,title,image,label
254,“上海公交车50岁老头暴打8岁儿童”,images/fake_news_image/2793.jpg,1
255,北京公示2024年积分落户名单 6002人拟取得落户资格,images/real_news_image/9783.jpg,0
256,一个月下掉前汛期三个月的雨！这雨何时能停？,images/real_news_image/15441.jpg,0
257,豪车司机取出14万现金当场买下被撞车,images/fake_news_image/6891.jpg,1
258,西湖“端午”限定船票将亮相 再现皇家欢度端午情景,images/real_news_image/12375.jpg,0
259,广州首批自动驾驶便民线开放载客测试,images/real_news_image/10407.jpg,0
260,被传磨粉洗头可治白头 阿司匹林:我就是个抗炎的          ,images/fake_news_image/4701.jpg,1
261,警犬当街撕咬老人小孩,images/fake_news_image/3022.jpg,1
262,预付卡有效期怎么算 签订合同时记得看,images/real_news_image/7592.jpg,0
263,西葫芦爆炒后会产生致癌物,images/fake_news_image/3243.jpg,1
264,TikTok首席执行官正面回应安全性质疑 听证会现场遭百般刁难,images/real_news_image/4463.jpg,0
265,28万元彩礼不退竟被灭门,images/fake_news_image/3148.jpg,1
266,节后首个交易日A股走强 沪指续创年内新高,images/real_news_image/15166.jpg,0
267,美国堪萨斯州遭遇风暴引发大火 牲畜横尸野外,images/real_news_image/5922.jpg,0
268,中新教育｜2024届高校毕业生就业促进周即将启动,images/real_news_image/13610.jpg,0
269,美国吹哨人爆料美国新冠肺炎感染者已超1000例,images/fake_news_image/6746.jpg,1
270,两个月涨粉30万 政务APP里的相亲平台为啥火？,images/real_news_image/13992.jpg,0
271,武汉青山一超市检测出新冠病毒,images/fake_news_image/6777.jpg,1
272,国台办：关于中国台湾地区参与世卫组织活动必须按照一个中国原则来处理,images/real_news_image/14447.jpg,0
273,兰医二院发现疑似新冠病例1例,images/fake_news_image/9822.jpg,1
274,变异株CH.1.1要来了,images/fake_news_image/8896.jpg,1
275,国家能源局：4月份全社会用电量同比增长7.0%,images/real_news_image/14212.jpg,0
276,中产阶级最爱的牛油果,images/fake_news_image/2872.jpg,1
277,奥巴马用自己的钱维持运营伊斯兰博物馆,images/fake_news_image/2748.jpg,1
278,每天喝两口，有益健康,images/fake_news_image/4640.jpg,1
279,小城大业：可上九天下五洋的云母纸75%产自湖南平江县,images/real_news_image/15775.jpg,0
280,江南多地热成“火炉” 持续高温是否反常？专家分析,images/real_news_image/8205.jpg,0
281,比利时新生大猩猩与母亲亲密依偎,images/real_news_image/15599.jpg,0
282,未标注“GB18186”代码的酱油，会使人患肝癌,images/fake_news_image/3076.jpg,1
283,“重庆黑帮”扬言要搞乱柬埔寨治安,images/fake_news_image/6976.jpg,1
284,【速览】携手推动创新疫苗可及性，辉瑞与科园贸易达成战略合作,images/real_news_image/4879.jpg,0
285,核酸检测，一家人只用查一个人,images/fake_news_image/6667.jpg,1
286,“四川广安遭遇9.8级大地震”,images/fake_news_image/8842.jpg,1
287,4月1日后住房贷款利息将上调,images/fake_news_image/9048.jpg,1
288,7月1日起交强险浮动、车船税上涨,images/fake_news_image/7440.jpg,1
289,教你验证紫菜是不是塑料袋做的，方法便捷高效！          ,images/fake_news_image/5122.jpg,1
290,多地蔬菜价格近期持续走高 专家：四大因素共同作用导致,images/real_news_image/7358.jpg,0
291,海浪蓝色警报！黄海将出现3到4米的大浪到巨浪区,images/real_news_image/10658.jpg,0
292,新疆昭苏：雾凇缀满枝 玉树琼花凝,images/real_news_image/7410.jpg,0
293,碳酸钙牙膏是伤牙牙膏,images/fake_news_image/8999.jpg,1
294,国家卫健委：新版出生医学证明4月1日启用,images/real_news_image/4592.jpg,0
295,马斯克等千名科技人士发公开信：暂停训练比GPT-4更强大的AI系统,images/real_news_image/4988.jpg,0
296,江西抚州通报“博主吃卤羊头发现异物”：情况属实，将严肃查处,images/real_news_image/10668.jpg,0
297,外媒：以色列同意于8月15日恢复加沙停火谈判,images/real_news_image/7945.jpg,0
298,各地优化房地产政策“卷起来了”！背后还隐藏着“抢人大战”,images/real_news_image/14554.jpg,0
299,柴达木盆地翡翠湖如碎玉散落戈壁,images/real_news_image/8626.jpg,0
300,发布特种邮票、互动体验厅开放 三星堆博物馆推出“文化大礼包”,images/real_news_image/14160.jpg,0
301,诺奖经济学奖得主指巴西利率过高,images/real_news_image/6678.jpg,0
302,冬天的静电会损害性功能,images/fake_news_image/5191.jpg,1
303,东方甄选，活成了俞敏洪最看不起的模样？,images/real_news_image/12583.jpg,0
304,土耳其大选或进入第二轮 他将成决定性人物？,images/real_news_image/2861.jpg,0
305,天问一号完成既定科学探测任务 近期拍摄火星影像公布,images/real_news_image/5684.jpg,0
306,一路逆袭！这名感动全网的励志少年保研了,images/real_news_image/11401.jpg,0
307,电饭煲致癌、不粘锅致癌、麦饭石锅致癌,images/fake_news_image/6425.jpg,1
308,强降雨致福建逾六万人次转移 武平县四死两失踪,images/real_news_image/11688.jpg,0
309,吓人！经常使用电饭煲会致癌,images/fake_news_image/9189.jpg,1
310,墨西哥城地铁将于2024年停止使用纸质车票,images/real_news_image/6328.jpg,0
311,云南昆明：民众畅游花海享春光,images/real_news_image/6790.jpg,0
312,航拍南极百年沉船残骸 船头饱经沧桑已成景观,images/real_news_image/10462.jpg,0
313,一场入账可达千万 演唱会营收鼓了谁的腰包,images/real_news_image/5620.jpg,0
